Track,Artist,SpotifyID,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness
Wet The Bed,Chris Brown Featuring Ludacris,2xRGPubKBTHX6iyrpQvtCy,0.58,0.66,6,0,0.0429,0.0166,0,0.174,0.411,123.801,266307,-7.405
Better With The Lights Off,New Boyz Featuring Chris Brown,3wCSVS7KM9CIIHrChpabQ3,0.573,0.848,7,1,0.057,0.0521,0,0.25,0.561,112.084,219080,-2.742
Ambition,Wale Featuring Meek Mill & Rick Ross,5tZmLjU4vhPlJb12IweZuB,0.42,0.744,8,1,0.396,0.398,0.00000854,0.192,0.324,161.792,302547,-5.033
Mrs. Right,Mindless Behavior Featuring Diggy,4N4CHJqFZHyB7SBUuSFu1y,0.439,0.753,0,0,0.0932,0.057,0,0.1,0.538,95.339,248187,-4.799
Sweat,Bow Wow Featuring Lil Wayne,5aJDXbAN2TSctGEDFdaKhc,0.662,0.6,8,1,0.0486,0.239,0,0.0857,0.0816,154.098,292707,-4.53
Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber Featuring Usher,3eYnKe0LhQA1B5HEkQaRTP,0.265,0.436,9,0,0.0411,0.45,0,0.102,0.159,69.047,215160,-9.542
Take Over Control,Afrojack Featuring Eva Simons,4iD3msRl5hJUBEtrQwnR4k,0.735,0.699,0,0,0.084,0.121,0.0000282,0.0809,0.603,129.944,220520,-4.435
Lessons In Love,Kaskade Featuring Neon Trees,0OiB8C5GNSBuyyZPsEsmhs,0.47,0.893,11,0,0.0435,0.073,0.00297,0.333,0.6,149.898,182578,-3.855
Dedication To My Ex (Miss That),Lloyd Featuring Andre 3000 & Lil Wayne,0jmdMkRc7bmnmF9TNRfxF5,0.835,0.724,0,1,0.057,0.0169,0.00000548,0.0936,0.964,119.037,236147,-4.624
I'm On One,DJ Khaled Featuring Drak,0x2cm90o4kcBQ0UWm8HfNI,0.678,0.358,11,0,0.0682,0.000887,0.84,0.106,0.356,158.032,212271,-9.226
Remind Me,Brad Paisley Duet With Carrie Underwood,4ABua0yuWcpTotImEEJTaw,0.485,0.726,5,1,0.0327,0.0603,0.0000175,0.225,0.288,140.781,271907,-4.2
Got 2 Luv U,Sean Paul Featuring Alexis Jordan,21ugcKQyclYBZvzmCXsZ9x,0.605,0.793,7,0,0.297,0.0825,0,0.124,0.647,184.032,196640,-3.084
Focused,Wale Featuring Kid Cudi,4w27lZ9zcceZp6rumzGCBx,0.735,0.801,1,1,0.0554,0.275,0,0.137,0.497,123.094,212333,-5.067
Still Got It,Tyga Featuring Drake,51B1RzOwX8ybRMb66Rhsmu,0.447,0.834,8,0,0.373,0.437,0.00000246,0.383,0.296,94.63,224507,-6.139
Hangover,Taio Cruz Featuring Flo Rida,5pmL3RzOy3IvGFaSDi4hZL,0.606,0.883,3,1,0.0423,0.00872,0,0.0698,0.608,128.053,244907,-3.243
You And Tequila,Kenny Chesney Featuring Grace Potter,1t2hJFgJyUPD2crOafMUEk,0.691,0.454,6,1,0.0256,0.437,0.00227,0.0783,0.35,135.839,242840,-9.13
Pretty Girls,Iyaz Featuring Travie McCoy,3Ju48PMNQkAGxjJCbWcfeM,0.647,0.749,8,1,0.0478,0.0386,0,0.298,0.659,76.84,223507,-5.019
Motivation,Kelly Rowland Featuring Lil Wayne,4Cv5dkUBqepa0siwGREihD,0.735,0.679,9,0,0.0431,0.18,0.000198,0.0766,0.264,140.858,231173,-5.588
Far Away,Tyga Featuring Chris Richardson,6Kbu55LHFZHjF2nRXVWOrd,0.643,0.712,3,1,0.0476,0.311,0,0.151,0.534,92.037,206520,-6.244
Knee Deep,Zac Brown Band Featuring Jimmy Buffett,1yEwEiTpsaPhQi9lb5EVV4,0.715,0.584,8,1,0.0296,0.432,0.00000141,0.095,0.61,90.987,203173,-8.231
Y.U. Mad,Birdman Featuring Nicki Minaj & Lil Wayne,2STxkZwoTQeZ5jxtgXsy9y,0.615,0.804,0,1,0.471,0.00174,0.00000639,0.678,0.443,152.995,187640,-8.322
Beautiful People,Chris Brown Featuring Benny Benassi,0iSaO7CfL9NgXdM8Meu2ul,0.417,0.806,5,0,0.16,0.0703,0.00637,0.0841,0.545,127.887,226773,-5.339
Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj,63rbP24OzfaQCJjsHWZXnY,0.664,0.873,3,1,0.0394,0.0305,0,0.228,0.571,129.876,210093,-3.115
Out Of My Head,Lupe Fiasco Featuring Trey Songz,4Nomj38R7Ds0P8I8orW2Tv,0.588,0.847,11,0,0.0675,0.0145,0,0.436,0.38,99.058,204013,-4.734
On The Floor,Jennifer Lopez Featuring Pitbull,0Oe49j06Bjrxs8PltuVeaW,0.758,0.686,11,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,230907,-6.346
E.T.,Katy Perry Featuring Kanye West,36ux3YuUsGTWPT8fXclS45,0.62,0.869,1,1,0.175,0.0181,0,0.369,0.76,151.684,229573,-5.252
It's Good,Lil Wayne Featuring Drake & Jadakiss,5CbuOATAh2lxUPmxAkT6xa,0.63,0.709,11,1,0.313,0.503,0,0.385,0.681,83.858,216782,-8.215
How To Hate,Lil Wayne Featuring T-Pain,5DjLed65sri5juDG6kdPPK,0.402,0.754,7,1,0.0874,0.222,0,0.527,0.246,145.493,278520,-5.955
So Special,Lil Wayne Featuring John Legend,6CNlnlcnQ7DMFmloIRR1e3,0.404,0.871,5,0,0.133,0.0118,0,0.87,0.192,145.414,232093,-4.606
Night Of Your Life,David Guetta Featuring Jennifer Hudson,3edtfOPItUNifLGYHIH1Oj,0.739,0.705,10,0,0.0414,0.01,0,0.25,0.349,128.026,221973,-5.797
Booty Wurk (One Cheek At A Time),T-Pain Featuring Joey Galaxy,6QgkOxBXqVRjZ1JcIDbDYY,0.786,0.689,1,1,0.315,0.00931,0.00000114,0.214,0.874,157.935,235307,-6.113
Till I'm Gone,Tinie Tempah Featuring Wiz Khalifa,4IU4LkwVDUxRIokzHqiyhQ,0.723,0.891,5,0,0.131,0.122,0,0.379,0.884,163.995,213766,-4.31
Martians Vs Goblins,Game Featuring Lil Wayne & Tyle,1UIcqXAA24eg76EFWViwr5,0.476,0.81,4,0,0.265,0.0803,0,0.568,0.642,83.309,228827,-3.414
Hello,Martin Solveig & Dragonette,3sl4dcqSwxHVnLfqwF2jly,0.666,0.975,3,1,0.0345,0.0135,0.000925,0.105,0.452,128.005,191388,-3.47
On My Level,Wiz Khalifa Featuring Too $hort,0osPX8TruIebOhKuG6GK8C,0.72,0.514,1,1,0.132,0.146,0.00713,0.107,0.212,142.98,272160,-7.108
Old Alabama,Brad Paisley Featuring Alabama,3OMpIoONQH8rSscaZLozFQ,0.378,0.903,7,1,0.0533,0.103,0.000285,0.134,0.457,115.616,301800,-4.538
Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,38iU2jg98IZZEIJPrP7aWD,0.693,0.705,8,1,0.0665,0.0228,0,0.202,0.45,131.951,237947,-5.747
My Last,Big Sean Featuring Chris Brown,70tFuqBcduJv15bEnOPRTh,0.387,0.773,8,1,0.17,0.098,0,0.209,0.368,78.629,254120,-5.685
Unusual,Trey Songz Featuring Drake,51q0vXgCI2CW9x4K8SdfXS,0.591,0.658,0,0,0.195,0.182,0,0.615,0.623,81.933,212347,-5.881
Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,3hsmbFKT5Cujb5GQjqEU39,0.767,0.677,11,0,0.184,0.0339,0.00000551,0.144,0.538,146.155,222587,-6.128
Best Love Song,T-Pain Featuring Chris Brown,2dYyMKEFQIRXzB6QYZWLIO,0.583,0.712,7,1,0.054,0.0452,0,0.174,0.69,159.901,195987,-6.618
Right There,Nicole Scherzinger Featuring 50 Cent,2X5MRkOPx9PlkodmllL036,0.751,0.799,7,1,0.27,0.155,0,0.427,0.59,95.013,262253,-3.906
John,Lil Wayne Featuring Rick Ross,7HaggpJGAfEgH8wyMLOIPl,0.589,0.821,11,1,0.111,0.0143,0,0.112,0.424,77.472,286973,-4.473
Oh My,DJ Drama Featuring Fabolou,56urRCfhQX5H3tfGt6q3uU,0.669,0.652,0,1,0.0603,0.0314,0,0.158,0.0395,119.972,256320,-4.245
Dirty Dancer,Enrique Iglesias With Usher Featuring Lil Wayne,1XS0Gyb2YyUgoxa8O67emr,0.662,0.942,3,0,0.072,0.00854,0,0.117,0.787,133.03,214760,-3.631
Racks,YC Featuring Future,2n8lekNlZSQzbyuQedd4Dx,0.765,0.725,2,1,0.051,0.0827,0,0.0744,0.674,139.984,285867,-5.651
Ballin',Young Jeezy Featuring Lil Wayne,5l0VBKnxoohSAd8RPH4AhK,0.711,0.57,5,0,0.101,0.00764,0,0.124,0.236,76.358,185835,-7.353
S&M,Rihanna Featuring Britney Spears,2u02eLj96Atd6TBxkH9YvN,0.766,0.682,1,1,0.0419,0.0113,0.00016,0.104,0.833,127.966,243533,-5.02
Man In The Mirror,Adam Levine & Javier Colon,2zSxo9FebD1H3kk7bTxNzA,0.497,0.797,7,1,0.0392,0.236,0.00000286,0.143,0.397,202.09,202400,-3.619
I Won't Back Down,Blake Shelton & Dia Frampton,6XscPNlnKw0mnVYE7kvWRj,0.494,0.708,10,1,0.0426,0.00164,0.019,0.455,0.579,113.995,199493,-2.994
Written In The Stars,Tinie Tempah Featuring Eric Turner,61HQWI1Woxup7CnGwVUsdI,0.644,0.945,7,1,0.0717,0.0587,0,0.184,0.573,91.017,219560,-3.534
Little Bad Girl,David Guetta Featuring Taio Cruz & Ludacris,6JH56gZC7EJDcoxabVcWVL,0.668,0.829,11,0,0.0334,0.00572,0,0.358,0.648,127,192276,-2.748
Beautiful,Christina Aguilera & Beverly McClellan,3TCauNPqFiniaYHBvEVoHG,0.457,0.573,5,0,0.0275,0.578,0.00000305,0.114,0.0992,76.193,238560,-3.866
Shake Senora,Pitbull Featuring T-Pain & Sean Paul,1LomM3L6atrf79ZL7nHDp4,0.685,0.944,5,1,0.34,0.134,0,0.362,0.543,128.013,214827,-5.19
Backseat,New Boyz Featuring The Cataracs & Dev,4dWjQ3wEfW6KPaaxCoaPH4,0.595,0.923,7,1,0.144,0.0693,0,0.505,0.782,125.029,224093,-3.449
High,Big Sean Featuring Wiz Khalifa,5VKsvhjnjQ3IAspPjGiNPf,0.517,0.65,11,0,0.296,0.0498,0,0.779,0.418,131.401,260453,-4.896
Down On Me,Jeremih Featuring 50 Cent,0x3TibRgnSqzkcwrqBd4iX,0.7,0.598,2,1,0.114,0.0369,0,0.111,0.594,160.041,228453,-7.783
Best Friend's Brother,Victorious Cast Featuring Victoria Justice,5ilbsx6qkdgTZLptWIvXEV,0.613,0.917,8,1,0.0637,0.000398,0.00000969,0.159,0.77,140.001,218267,-4.754
Next To You,Chris Brown Featuring Justin Bieber,7gd01LMH2gBcoDngSt8sq9,0.67,0.676,8,1,0.037,0.0201,0,0.11,0.349,114.974,265813,-4.725
So In Love,Jill Scott Featuring Anthony Hamilton,78mehkHd1WUDxhcLXkbrLb,0.709,0.704,8,1,0.0486,0.363,0,0.344,0.451,102.003,275400,-6.021
Price Tag,Jessie J Featuring B.o.B,5mvKuE9Lf9ARVXVXA32kK9,0.638,0.831,5,1,0.182,0.0281,0.00000306,0.277,0.685,175.038,223053,-3.944
I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,70ATm56tH7OrQ1zurYssz0,0.594,0.946,3,1,0.452,0.0869,0,0.306,0.397,155.826,283733,-4.521
Bow Chicka Wow Wow,Mike Posner Featuring Lil Wayne,7neVcKsbivjMDIkdfoao5m,0.626,0.67,7,1,0.0534,0.318,0,0.0429,0.523,73.422,223253,-5.381
Danza Kuduro,Don Omar & Lucenzo,2a1o6ZejUi8U3wzzOtCOYw,0.4,0.915,0,1,0.28,0.0846,0,0.0503,0.878,88.917,198773,-4.89
Rise Above 1,Reeve Carney Featuring Bono & The Edge,46uhQJt7GSn14w1b46rIvn,0.471,0.733,10,1,0.0535,0.00972,0.0000161,0.0942,0.362,83.973,232320,-5.754
Moment 4 Life,Nicki Minaj Featuring Drake,0ConttVd0Ebk3dLNquOmh0,0.68,0.882,11,1,0.236,0.406,0,0.241,0.386,97.943,279307,-3.883
9 Piece,Rick Ross Featuring Lil Wayne Or T.I.,6aD178OGxT0Z1NU36g52X5,0.676,0.637,11,1,0.322,0.0021,0,0.271,0.146,144.976,239987,-6.856
Jack Sparrow,The Lonely Island Featuring Michael Bolton,3O9nQmCkiA2VUAqQpkJZhD,0.719,0.712,8,1,0.221,0.0225,0,0.0442,0.419,96.997,187747,-5.242
Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,1CCNGAP0mtPwN32RmbFWPP,0.802,0.715,0,0,0.275,0.327,0.000248,0.126,0.522,125.936,228024,-8.81
Grove St. Party,Waka Flocka Flame Featuring Kebo Gotti,2e9EZ2V5QGGZPMJacO3y0Y,0.705,0.702,0,0,0.108,0.138,0,0.364,0.771,140.059,250493,-4.783
Coming Home,Diddy - Dirty Money Featuring Skylar Grey,6Iocm6VMu6bVNYwiDoyQFW,0.392,0.839,7,1,0.193,0.158,0,0.3,0.232,168.001,238693,-1.921
6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,0z5ZPs57J2KERwM1tBM2GF,0.365,0.751,2,1,0.304,0.000707,0,0.318,0.604,79.119,248587,-5.429
Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,3rfhI32Il2hVRKDkuGeeen,0.595,0.913,10,0,0.0884,0.0435,0,0.259,0.762,128.021,234453,-3.428
Beggin' On Your Knees,Victorious Cast Featuring Victoria Justice,116kG9vvdUtoprjYtToONt,0.623,0.869,5,1,0.0481,0.00841,0,0.0771,0.663,130.013,193547,-3.376
Never Say Never,Justin Bieber Featuring Jaden Smith,5GYbkDveRD2I8M5ZJ14hWn,0.739,0.807,0,1,0.0647,0.0181,0,0.295,0.633,97.048,227853,-5.063
No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,03tqyYWC9Um2ZqU0ZN849H,0.76,0.595,1,1,0.0391,0.00544,0,0.241,0.361,131.497,263773,-6.366
Rocketeer,Far*East Movement Featuring Ryan Tedder,45sDIKapDyxPl307QpEAwl,0.664,0.845,4,0,0.0461,0.181,0,0.267,0.357,96.005,211253,-6.115
Red Nation,Game Featuring Lil Wayne,2sYUGgzQfHQ6lOWzbrny8Z,0.405,0.889,2,1,0.317,0.0922,0,0.446,0.338,82.918,229480,-3.303
Boom,Snoop Dogg Featuring T-Pain,5SwnIEzR52rkTXYzgWQSyo,0.498,0.875,6,0,0.399,0.168,0,0.028,0.397,103.735,230156,-5.602
Welcome To My Hood,DJ Khaled Featuring Rick Ros,2NYYUTe0vuU5Tq4smECz71,0.585,0.815,7,1,0.228,0.0221,0,0.14,0.541,140.077,430733,-4.203
Higher,Taio Cruz Featuring Travie McCoy,4PYTMO1VMWLPVvGUtqkUwv,0.528,0.9,8,0,0.0759,0.0349,0,0.144,0.558,127.986,188133,-4.301
Beautiful Lasers (2 Ways),Lupe Fiasco Featuring MDMA,5Cs55JEAsk7oSLnniBwI2x,0.542,0.752,11,0,0.0404,0.0148,0,0.324,0.249,129.988,241853,-3.652
Who Dat Girl,Flo Rida Featuring Akon,7z73ehYAn9O1XP9XlCqVtd,0.719,0.616,1,1,0.0395,0.00683,0.0000311,0.0742,0.625,124.963,200880,-3.951
Kush,Dr. Dre Featuring Snoop Dogg & Akon,1U8Ho1nOzKXYDvfigOuHG4,0.444,0.866,7,1,0.111,0.000622,0.0000472,0.105,0.375,94.968,235120,-6.217
Twisted,Gorilla Zoe Featuring Lil Jon,0x3ro61el8iY3hjptNbu5p,0.897,0.838,11,1,0.291,0.0519,0,0.174,0.597,125.026,177320,-6.392
Country Boy,Aaron Lewis Featuring George Jones & Charlie Daniels,77A7dWpSxVoauUbJn83Oj3,0.595,0.667,6,1,0.034,0.296,0,0.109,0.272,121.949,283347,-6.442
I Just Had Sex,The Lonely Island Featuring Akon,5PEleSkK4p4E1sx3x7cOLt,0.615,0.813,6,1,0.143,0.0193,0,0.196,0.799,167.991,166560,-4.318
Bass Down Low,Dev Featuring The Cataracs,4Xf7EL8G6FRYwvJADl0nf4,0.798,0.627,0,1,0.0602,0.0778,0,0.0472,0.84,113.029,210600,-8.086
Hit The Lights,Jay Sean Featuring Lil Wayne,3usL7eu7kTW0MLOujOuUSs,0.709,0.727,2,0,0.0429,0.0288,0,0.158,0.353,128.024,221933,-6.135
Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,5W7xC99N2Zzfh69r7I7zWK,0.57,0.58,10,0,0.209,0.0125,0,0.0497,0.405,171.917,270627,-5.547
Words I Never Said,Lupe Fiasco Featuring Skylar Grey,5AcOdoDOQOKtPlAM1FqBO8,0.445,0.928,10,0,0.304,0.0746,0,0.343,0.37,107.576,256960,-3.532
Make A Movie,Twista Featuring Chris Brown,7CisLSqtKbDw2VtpN6IuLw,0.846,0.774,1,1,0.0509,0.00752,0,0.207,0.375,120.012,202000,-5.131
Boyfriend,New Hollow,2kINouGrOHIXxTVnrIZDDS,0.623,0.44,1,1,0.0391,0.564,0.000015,0.184,0.257,148.169,241600,-10.288
Bottoms Up,Trey Songz Featuring Nicki Minaj,2IpGdrWvIZipmaxo1YRxw5,0.845,0.601,1,1,0.161,0.0205,0,0.385,0.329,74.008,242013,-5.283
Like A G6,Far*East Movement Featuring Cataracs & Dev,4DvhkX2ic4zWkQeWMwQ2qf,0.435,0.837,3,1,0.449,0.00676,0,0.117,0.778,124.913,216893,-8.126
The Creep,The Lonely Island Featuring Nicki Minaj,0MDNAlh3uu0FidvvpvX0mc,0.761,0.871,1,1,0.324,0.0459,0,0.0658,0.828,134.145,159000,-4.088
Memories,David Guetta Featuring Kid Cudi,4dTaAiV9xFFCxnPur9c9yL,0.544,0.87,8,1,0.26,0.0015,0.0000028,0.246,0.502,129.984,210093,-6.103
Fire Flame,Birdman Featuring Lil Wayne,2U0tVw78WKa3Xd9NhBEwMF,0.652,0.7,8,0,0.139,0.000679,0,0.184,0.628,148.119,260413,-2.908
Lo Mejor De Mi Vida Eres Tu,Ricky Martin Featuring Natalia Jimenez,2uhaDVmfG7pT94VO5jl2r4,0.727,0.812,3,1,0.0405,0.543,0,0.0796,0.812,128.811,216613,-4.148
Right Above It,Lil Wayne Featuring Drake,1kMuU3TNQvHbqvXCWBodmP,0.376,0.841,3,0,0.356,0.0435,0,0.578,0.463,76.052,271947,-4.348
I Like It,Enrique Iglesias Featuring Pitbull,4nVyHATevhl5RC6Qmoko5H,0.646,0.94,10,0,0.0838,0.0209,0,0.0691,0.704,129.011,231787,-2.856
Freak The Freak Out,Victorious Cast Featuring Victoria Justice,3vu8NXAryXrNG8ICj71Buq,0.689,0.858,5,1,0.061,0.00129,0,0.0988,0.51,140.022,234480,-3.185
Give In To Me,Garrett Hedlund & Leighton Meester,5rwxsHLK1q9fPJFyyqJmP1,0.624,0.357,0,1,0.0234,0.632,0.0000092,0.112,0.402,79.998,209920,-10.031
For Yo,nd Your Denial,4l6u70st6MkSp7NZTM39RU,0.782,0.47,1,1,0.0682,0.0918,0,0.0745,0.281,133.277,160129,-6.922
Club Can't Handle Me,Flo Rida Featuring David Guetta,6ebkx7Q5tTxrCxKq4GYj0Y,0.616,0.869,0,1,0.0327,0.0283,0,0.064,0.473,127.966,234560,-3.911
No Love,Eminem Featuring Lil Wayne,7bHT9osSq1rwT2yaImzqCi,0.522,0.932,11,1,0.255,0.119,0,0.177,0.33,129.473,299507,-2.87
Hold My Hand,Michael Jackson Duet With Akon,0pCyoA5o2uxUwIovECCziF,0.606,0.72,1,1,0.0374,0.191,0,0.108,0.381,90.017,212227,-5.842
Love The Way You Lie,Eminem Featuring Rihanna,15JINEqzVMv3SvJTAXAKED,0.749,0.925,10,1,0.227,0.241,0,0.52,0.641,86.989,263373,-5.034
Monster,Kanye West Featuring Jay-,1ZHYJ2Wwgxes4m8Ba88PeK,0.628,0.692,2,1,0.202,0.00244,0.013,0.668,0.0964,124.791,378893,-5.64
Porn Star Dancing,My Darkest Days Featuring Zakk Wylde,3Q8zopc4ABXhysDb1sgLVW,0.477,0.917,2,1,0.0837,0.0139,0,0.0756,0.271,160.044,199013,-3.399
Deuces,Chris Brown Featuring Tyga & Kevin McCall,6wN4nT2qy3MQc098yL3Eu9,0.692,0.736,1,1,0.11,0.0324,0,0.0787,0.217,73.987,276560,-5.109
Runaway,Kanye West Featuring Pusha T,3DK6m7It6Pw857FcQftMds,0.571,0.568,1,0,0.0703,0.218,0.0021,0.512,0.109,86.986,547733,-3.827
Check It Out,will.i.am & Nicki Minaj,5tMoj9U1ZAJ3pOMndaShr7,0.849,0.657,1,1,0.0599,0.0601,0.00000791,0.121,0.741,130.107,252027,-5.124
As She's Walking Away,Zac Brown Band Featuring Alan Jackson,5qYiVdWxd84wRWGIQ9Hts6,0.553,0.619,3,1,0.0308,0.474,0,0.123,0.374,183.91,223827,-7.101
Pursuit Of Happiness (Nightmare),Kid Cudi Featuring MGMT & Ratatat,5iSEsR6NKjlC9SrIJkyL3k,0.63,0.605,0,1,0.0414,0.484,0.0000929,0.298,0.266,115.277,295293,-8.951
All I Want Is You,Miguel Featuring J. Cole,5VA4Ispp52EA1sOqzMz3Av,0.776,0.603,5,1,0.0343,0.0728,0.0000625,0.111,0.921,96.888,295920,-5.696
Loving You No More,Diddy - Dirty Money Featuring Drake,1A0qqpBZTPWO2H7tyOBqlE,0.41,0.688,8,0,0.0372,0.0331,0,0.205,0.465,189.607,245000,-2.228
Loca,Shakira Featuring Dizzee Rascal,42k1KeBehAd83lrGt1okiC,0.8,0.692,9,0,0.0614,0.342,0.00000192,0.0554,0.917,112.002,183693,-5.57
Bab,t's Cold Outside,3NqE8NzhzaYbBapujFnrPX,0.491,0.15,10,1,0.0351,0.44,0.0661,0.047,0.422,137.488,504093,-19.05
Fancy,Drake Featuring T.I. & Swizz Beatz,3fpTMuD1u3gJlVI4FadVHs,0.53,0.884,0,0,0.457,0.332,0.00000198,0.355,0.28,87.194,319387,-5.581
Singing In The Rain / Umbrella,Glee Cast Featuring Gwyneth Paltrow,42QbrSdEV2JIlNdmk3M8Uq,0.596,0.74,0,1,0.0486,0.00724,0,0.357,0.527,88.938,183293,-5.552
Dark Fantasy,Kanye West Featuring Teyana Taylo,7yNK27ZTpHew0c55VvIJgm,0.59,0.587,5,1,0.0457,0.274,0,0.167,0.367,88.015,280787,-5.919
Hot Tottie,Usher Featuring Jay-Z,1Vot6YSxInL52SGTN0XN9n,0.654,0.866,6,0,0.286,0.00155,0.00000538,0.0928,0.669,87.525,299333,-4.332
Liv Tonight,Nelly Featuring Keri Hilson,2BuJG2fuvyTOMRyNHo0P17,0.591,0.91,8,1,0.0882,0.00492,0,0.0525,0.655,135.024,271053,-4.593
Sick,New Hollow,7FdldHD08HgrtWiNUJFCcn,0.541,0.876,2,1,0.185,0.22,0.00000936,0.6,0.707,97.176,191020,-7.34
California Gurls,Katy Perry Featuring Snoop Dogg,6tS3XVuOyu10897O3ae7bi,0.791,0.754,0,1,0.0569,0.00446,0,0.163,0.425,125.014,234653,-3.729
Scott Mescudi Vs. The World,Kid Cudi Featuring Cee-Lo,5QemHQxj7PRkrw8lJl2W7C,0.78,0.72,11,0,0.0278,0.28,0.597,0.132,0.583,108.686,235293,-5.914
Airplanes,B.o.B Featuring Hayley Williams,6lV2MSQmRIkycDScNtrBXO,0.66,0.867,6,0,0.116,0.11,0,0.0368,0.377,93.033,180480,-4.285
Get Back Up,T.I. Featuring Chris Brown,0yJpq0T48tKm6YPfSx2qnu,0.556,0.699,7,1,0.35,0.6,0,0.0937,0.648,83.711,264200,-6.264
2012 (It Ain't The End),Jay Sean Featuring Nicki Minaj,1ERCOXHQcoLSTlgmNTlcrR,0.717,0.792,0,1,0.0393,0.199,0,0.423,0.513,126.975,222200,-2.703
OMG,Usher Featuring will.i.am,1bM50INir8voAkVoKuvEUI,0.781,0.745,4,0,0.0332,0.198,0.0000114,0.36,0.326,129.998,269493,-5.81
Magic,B.o.B Featuring Rivers Cuomo,5uHYcK0nbEYgRaFTY5BqnP,0.549,0.932,8,0,0.343,0.0127,0,0.347,0.787,82.439,196133,-4.11
Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,2Cd9iWfcOpGDHLz6tVA3G4,0.766,0.873,11,0,0.143,0.00627,0,0.0764,0.743,126.988,202627,-6.381
Rap Song,T-Pain Featuring Rick Ross,28gIO6msEpMiz8D8uk4zvr,0.419,0.669,7,0,0.29,0.0117,0,0.166,0.477,85.661,237800,-7.738
B.M.F. (Blowin' Money Fast),Rick Ross Featuring Styles P,35QGdv6aFbIaLM0Ozr3rHt,0.721,0.863,2,1,0.0558,0.0174,0,0.178,0.35,139.981,250307,-4.226
Got Your Back,T.I. Featuring Keri Hilson,2aZ8Mfrh353IAYOrXrDtBA,0.553,0.472,8,1,0.501,0.0117,0,0.398,0.652,146.841,274526,-12.819
Move That Body,Nelly Featuring T-Pain & Akon,6KiAEdLLo268B0ZKk8Ze2c,0.827,0.765,5,0,0.0366,0.0000296,0.00000327,0.131,0.545,111.011,205013,-6.793
Miss Me,Drake Featuring Lil Wayne,1U4mweNwisxNj23ffuC9gO,0.426,0.862,2,1,0.597,0.0813,0,0.34,0.332,100.3,305520,-5.979
Gonorrhea,Lil Wayne Featuring Drake,2k79z9A1dbdQ8gQG8M1Zz5,0.715,0.745,9,1,0.25,0.0311,0,0.0823,0.687,148.042,262440,-5.71
La La La,Auburn Featuring Iyaz,6qu9rMZegBzoR0mucXd8Aj,0.765,0.362,10,1,0.273,0.981,0.978,0.446,0.742,107.061,95973,-17.736
Billionaire,Travie McCoy Featuring Bruno Mars,2M9ULmQwTaTGmAdXaXpfz5,0.633,0.673,6,0,0.258,0.297,0,0.206,0.659,86.776,211160,-6.403
Pretty Boy Swag,Soulja Boy Tell'em,2zOWuWdyuMqOoboNRKlJO0,0.837,0.42,8,1,0.0629,0.177,0,0.356,0.143,123.157,236093,-5.158
Break My Bank,New Boyz Featuring Iyaz,05Q8DT8pyXJrxI6kCLzjdh,0.742,0.762,8,1,0.0575,0.0202,0,0.0921,0.367,91.009,177253,-4.043
Erase Me,Kid Cudi Featuring Kanye West,6XkuklKiHYVTlVvWlTgQYP,0.688,0.631,9,1,0.13,0.063,0,0.108,0.854,186.066,192253,-5.612
Somebody To Love,Justin Bieber Featuring Usher,3rLIv187BhjyweFe89SgLn,0.714,0.834,5,1,0.0259,0.00248,0,0.298,0.652,129.971,220920,-5.239
Break Your Heart,Taio Cruz Featuring Ludacris,1CdqVF1ywD0ZO1zXtB9yWa,0.666,0.899,8,1,0.028,0.00155,0,0.0677,0.629,122.05,186267,-4.676
Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO,6FbGlkHKGkYqpSCuBgurn3,0.62,0.87,10,0,0.0868,0.149,0,0.0705,0.513,130.079,187427,-6.52
Rockstar 101,Rihanna Featuring Slash,5rXDTihGQ3TkYE3pmraAmH,0.343,0.65,1,1,0.0909,0.0299,0,0.646,0.315,170.697,238893,-4.624
Ride,Ciara Featuring Ludacris,3RJclnBV8g9mvHPtSzPf7c,0.694,0.719,7,1,0.0484,0.00131,0.0000147,0.0714,0.352,129.961,274147,-4.538
My First Kiss,3OH!3 Featuring Ke$ha,17tDv8WA8IhqE8qzuQn707,0.682,0.889,0,1,0.0804,0.00564,0,0.36,0.827,138.021,192440,-4.166
Bed Intruder Song,Antoine Dodson & The Gregory Brothers Featuring Kelly Dodson,0NC8RcLp8ibhwsvUDn7wW1,0.692,0.783,7,0,0.224,0.687,0,0.244,0.879,75.998,185526,-4.271
